Book_name,Price,Availability,UPC,Genre,Image_URL,Book_URL
Icing (Aces Hockey #2),,In stock (1 available),3455b45888fb5053,Sports and Games,https://books.toscrape.com/media/cache/bf/31/bf31c4b40f6b2622330155fb9113a3bb.jpg,https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html
Settling the Score (The Summer Games #1),,In stock (1 available),132adf7335bb384a,Sports and Games,https://books.toscrape.com/media/cache/95/c4/95c41c1765b517d6240bd674a02676b1.jpg,https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",,In stock (16 available),c82a3e358c773c73,Sequential Art,https://books.toscrape.com/media/cache/d5/d0/d5d015a9cf899301cce5d1a629bdd974.jpg,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html
Reskilling America: Learning to Labor in the Twenty-First Century,,In stock (16 available),d7310206583a54b6,Nonfiction,https://books.toscrape.com/media/cache/2c/d2/2cd2b814b8a8cd3a49895cbd13a8b1f4.jpg,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html
"Saga, Volume 6 (Saga (Collected Editions) #6)",,In stock (16 available),c849f0b2f5d6a742,Fantasy,https://books.toscrape.com/media/cache/4a/99/4a996ae54711cea37e370428b54f8b19.jpg,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html
"Saga, Volume 5 (Saga (Collected Editions) #5)",,In stock (16 available),53a3d11bb568cc8b,Sequential Art,https://books.toscrape.com/media/cache/60/3c/603c8f3dd299efe67616a53e5bfb1d03.jpg,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html
Security,,In stock (16 available),6f78a0d744c35456,Horror,https://books.toscrape.com/media/cache/79/2b/792bdeb2cf7d8efaef0e401e5a27b4da.jpg,https://books.toscrape.com/catalogue/security_925/index.html
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",,In stock (3 available),4b3f4f151c99f472,Science Fiction,https://books.toscrape.com/media/cache/54/ca/54cac05a3026d35e713133a1fe49f6c8.jpg,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html
Ready Player One,,In stock (3 available),2ef5dc7e278e562a,Science Fiction,https://books.toscrape.com/media/cache/b9/af/b9afd75c09ff7bf82c9a158a34cb993d.jpg,https://books.toscrape.com/catalogue/ready-player-one_209/index.html
Do Androids Dream of Electric Sheep? (Blade Runner #1),,In stock (3 available),98330e431e56a9ea,Science Fiction,https://books.toscrape.com/media/cache/c7/a3/c7a3d04df9cbc857b149cd76d32e3030.jpg,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html
Dune (Dune #1),,In stock (3 available),36d5884d44484277,Science Fiction,https://books.toscrape.com/media/cache/63/a9/63a9a4e0c8e3c6ee2075a766b873cd31.jpg,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html
The Argonauts,,In stock (15 available),c99761a700ade23f,Autobiography,https://books.toscrape.com/media/cache/22/d0/22d01c710471f94dabfa41083fa3cf4e.jpg,https://books.toscrape.com/catalogue/the-argonauts_837/index.html
Three Wishes (River of Time: California #1),,In stock (1 available),460f97a346b44bac,Science Fiction,https://books.toscrape.com/media/cache/48/e6/48e697e9c8bba8ca04a3064551cda630.jpg,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html
The Last Girl (The Dominion Trilogy #1),,In stock (1 available),16c71736dae78764,Science Fiction,https://books.toscrape.com/media/cache/2a/88/2a88181c495875c02f87c2e6010b046d.jpg,https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html
M Train,,In stock (11 available),5569c3fea112718e,Autobiography,https://books.toscrape.com/media/cache/f0/9f/f09fd4a3200b94db86364f308ac02530.jpg,https://books.toscrape.com/catalogue/m-train_598/index.html
Lab Girl,,In stock (11 available),825d6c44da3ca5a6,Autobiography,https://books.toscrape.com/media/cache/26/ff/26ffcda626a5561e483afa19b58db8ac.jpg,https://books.toscrape.com/catalogue/lab-girl_595/index.html
Approval Junkie: Adventures in Caring Too Much,,In stock (5 available),612369a5947a012e,Autobiography,https://books.toscrape.com/media/cache/96/6d/966d8d2afdead087cba0f29a69f89ba5.jpg,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html
Running with Scissors,,In stock (3 available),28921443f052bea6,Autobiography,https://books.toscrape.com/media/cache/4c/e1/4ce1ed40df359e001020e1ea55674381.jpg,https://books.toscrape.com/catalogue/running-with-scissors_215/index.html
Me Talk Pretty One Day,,In stock (3 available),abc4a7ee16c21088,Autobiography,https://books.toscrape.com/media/cache/61/b2/61b220c2079a45a7975a397c8849e00e.jpg,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html
Soul Reader,,In stock (16 available),e6af5bf1163c1151,Default,https://books.toscrape.com/media/cache/cc/5e/cc5e82c2205da748c6c19fbc1876586b.jpg,https://books.toscrape.com/catalogue/soul-reader_926/index.html
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,,In stock (16 available),7d6d2a6c0276f81b,Spirituality,https://books.toscrape.com/media/cache/da/0c/da0ca35421a5120b2109028e44a53f56.jpg,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,,In stock (16 available),a3d2a4250807f1e9,History,https://books.toscrape.com/media/cache/2e/65/2e654066306042f4c462ba4d048650d9.jpg,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,,In stock (16 available),87b0615b6e1f4d7b,Nonfiction,https://books.toscrape.com/media/cache/17/19/1719475c51206a410a90fe5f3708df4c.jpg,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html
Join,,In stock (16 available),18ad3ed896c7ce05,Science Fiction,https://books.toscrape.com/media/cache/df/64/df642e483f7ae23de6888c73f05e2014.jpg,https://books.toscrape.com/catalogue/join_902/index.html
Soft Apocalypse,,In stock (15 available),2a70769cdc6eb8b8,Science Fiction,https://books.toscrape.com/media/cache/61/ca/61ca5ab6bc514b9527af9f805fa03c31.jpg,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html
Sleeping Giants (Themis Files #1),,In stock (11 available),f435aa99d864077d,Science Fiction,https://books.toscrape.com/media/cache/ac/a5/aca5de2e61ca2754de496a75dea25f91.jpg,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html
The Project,,In stock (15 available),790ef197c8f236f5,Science Fiction,https://books.toscrape.com/media/cache/4c/57/4c57c192057269132623f9c6b3f69559.jpg,https://books.toscrape.com/catalogue/the-project_856/index.html
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),,In stock (3 available),0e92ccf1bd39e68f,Science Fiction,https://books.toscrape.com/media/cache/aa/8f/aa8fc991d84aca12ed94a0a2fa1099e5.jpg,https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html
Arena,,In stock (11 available),2c34f9432069b52b,Science Fiction,https://books.toscrape.com/media/cache/01/c5/01c50c5f341b8f1d030e9dffba5e5498.jpg,https://books.toscrape.com/catalogue/arena_587/index.html
Foundation (Foundation (Publication Order) #1),,In stock (5 available),3fc124f59f3068e4,Science Fiction,https://books.toscrape.com/media/cache/da/a0/daa08c54a927c27494ea5bb90af79c60.jpg,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",,In stock (14 available),c1379d3744f1dd2c,Add a comment,https://books.toscrape.com/media/cache/07/5f/075fff6094c0805f9f6b9e12561aeb87.jpg,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
A People's History of the United States,,In stock (14 available),1ad06aed9349af46,Add a comment,https://books.toscrape.com/media/cache/bd/93/bd930adc47ee0dc240f8134f70f431ad.jpg,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
The Golden Condom: And Other Essays on Love Lost and Found,,In stock (12 available),235fa48eeed11d82,Psychology,https://books.toscrape.com/media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,,In stock (11 available),ce8666d9b42fc9a0,Psychology,https://books.toscrape.com/media/cache/d3/26/d326484793116ccc786957d31e4fe912.jpg,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html
An Unquiet Mind: A Memoir of Moods and Madness,,In stock (6 available),46cb43c2ab133ccc,Psychology,https://books.toscrape.com/media/cache/e5/65/e56540f5e29286f3d7a1e3eb1912b61f.jpg,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html
Civilization and Its Discontents,,In stock (3 available),396385e3de5d18c3,Psychology,https://books.toscrape.com/media/cache/5c/27/5c2728296f41f2f0fb52142e35f49570.jpg,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html
8 Keys to Mental Health Through Exercise,,In stock (3 available),f5873c8fc7760000,Psychology,https://books.toscrape.com/media/cache/37/5e/375e0267fe12e7aa1f9f7f2bd2711ecb.jpg,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html
"Thinking, Fast and Slow",,In stock (3 available),719d72f3ee512dc6,Psychology,https://books.toscrape.com/media/cache/7d/9b/7d9ba3173dcc0194ec63f9c77d0763cb.jpg,https://books.toscrape.com/catalogue/thinking-fast-and-slow_289/index.html
A Brush of Wings (Angels Walking #3),,In stock (14 available),01a177623cce9596,Add a comment,https://books.toscrape.com/media/cache/19/11/1911d173c8e812518900af9aa16d9e46.jpg,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
Rook,,In stock (13 available),44d97b6707dae3f0,Add a comment,https://books.toscrape.com/media/cache/64/ab/64ab238bea10c4f25fa5bc9129a35370.jpg,https://books.toscrape.com/catalogue/rook_647/index.html
The Midnight Watch: A Novel of the Titanic and the Californian,,In stock (12 available),14e44163678e24dc,Add a comment,https://books.toscrape.com/media/cache/d8/63/d8630e50f24c22765c9591a9297ff2e1.jpg,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),,In stock (16 available),228f74b74f3a08ae,Add a comment,https://books.toscrape.com/media/cache/6d/80/6d80608ef81001ad068df06fae44b7f8.jpg,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html
Bossypants,,In stock (16 available),74baabfc8fd84b38,Default,https://books.toscrape.com/media/cache/94/34/943490007d42c0bc066efc899dafa472.jpg,https://books.toscrape.com/catalogue/bossypants_883/index.html
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",,In stock (16 available),6d5300b2d8f37e07,Fantasy,https://books.toscrape.com/media/cache/9f/25/9f25ffe4229a32d1368b3dfe248c3343.jpg,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",,In stock (16 available),bdf415fd484ea8a7,Sequential Art,https://books.toscrape.com/media/cache/9d/1d/9d1d68362670066b155936e37d61bc5b.jpg,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",,In stock (15 available),9270575728a13a61,Science Fiction,https://books.toscrape.com/media/cache/02/7a/027a1f131d94c38f9e785f5d85a109c7.jpg,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html
Burning,,In stock (16 available),5ceb951f629700a2,Young Adult,https://books.toscrape.com/media/cache/9a/2c/9a2c2936fa9bd422be96805924e1411a.jpg,https://books.toscrape.com/catalogue/burning_884/index.html
Crown of Midnight (Throne of Glass #2),,In stock (16 available),7267864328ae8b9d,Fantasy,https://books.toscrape.com/media/cache/b7/7d/b77d5e56daa3c22822abf1b8affbaef9.jpg,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",,In stock (16 available),fce19f9b4a943f22,Religion,https://books.toscrape.com/media/cache/a7/9c/a79cac7aec3816fb754c1aedd2e82986.jpg,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html
The Immortal Life of Henrietta Lacks,,In stock (14 available),f72f61ad6a5f12ed,Add a comment,https://books.toscrape.com/media/cache/92/4d/924d855a0ad5774410b0bb7c71afa788.jpg,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
The New Drawing on the Right Side of the Brain,,In stock (8 available),3eec766dda26fa64,Art,https://books.toscrape.com/media/cache/0a/8f/0a8f6461714ec9868dea0d37c5da5a81.jpg,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html
History of Beauty,,In stock (8 available),8a150fd8ff5d7686,Art,https://books.toscrape.com/media/cache/cb/74/cb74d2953d5249143c3c2e3c281daf6f.jpg,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html
The Story of Art,,In stock (7 available),9147c5251cc99eb1,Art,https://books.toscrape.com/media/cache/7a/e9/7ae92da23efc2f0f4633f9d2cde370f3.jpg,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html
The Art Book,,In stock (7 available),4b8fa561a1e52d1c,Art,https://books.toscrape.com/media/cache/76/90/76904c101329aa50b6653f399318970b.jpg,https://books.toscrape.com/catalogue/the-art-book_490/index.html
Ways of Seeing,,In stock (1 available),66a4e422b212726a,Art,https://books.toscrape.com/media/cache/a5/54/a5542b7abc8673ea8254a3fe93b23e4e.jpg,https://books.toscrape.com/catalogue/ways-of-seeing_94/index.html
The Lucifer Effect: Understanding How Good People Turn Evil,,In stock (14 available),4e812d32d64e2431,Psychology,https://books.toscrape.com/media/cache/4b/2a/4b2a574e8382dcac92d046d30d2c27fc.jpg,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
The Dovekeepers,,In stock (14 available),3d76bc83c6b644c9,Add a comment,https://books.toscrape.com/media/cache/24/86/248641d1d03b4dbfe3a7db4e20552973.jpg,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
Cell,,In stock (14 available),bfbb54bc8cdeed2b,Add a comment,https://books.toscrape.com/media/cache/03/da/03da11f81eda5e742df8a39e90c21c70.jpg,https://books.toscrape.com/catalogue/cell_674/index.html
Code Name Verity (Code Name Verity #1),,In stock (14 available),33a3e0e3ffde0dcd,Add a comment,https://books.toscrape.com/media/cache/65/9a/659ada7d88e3bda8db70f7e5312a39e2.jpg,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html
More Than Music (Chasing the Dream #1),,In stock (14 available),47d47155e89c8be7,Add a comment,https://books.toscrape.com/media/cache/e7/00/e7000cd6975d8932b9178de9386b944d.jpg,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
Angels Walking (Angels Walking #1),,In stock (14 available),1fbb5f786e53a0ce,Add a comment,https://books.toscrape.com/media/cache/ba/d9/bad95369105e8e403bf1f2b9288c5e41.jpg,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
The Third Wave: An Entrepreneur’s Vision of the Future,,In stock (15 available),3bebf34ee9330cbd,Business,https://books.toscrape.com/media/cache/0f/76/0f76b00ea914ced1822d8ac3480c485f.jpg,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html
Between Shades of Gray,,In stock (3 available),155e42df837ee5ff,Historical Fiction,https://books.toscrape.com/media/cache/df/45/df45004c7a4c3940946ad09f85805565.jpg,https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html
While You Were Mine,,In stock (1 available),8ceb5c6aed2c5f8b,Historical Fiction,https://books.toscrape.com/media/cache/4f/7c/4f7cde01c9711886ef5a8fa14996a52d.jpg,https://books.toscrape.com/catalogue/while-you-were-mine_97/index.html
Lost Among the Living,,In stock (1 available),d510567580c8be52,Historical Fiction,https://books.toscrape.com/media/cache/5f/03/5f0345cd81aaad65bb9f6a34ec0f6b9b.jpg,https://books.toscrape.com/catalogue/lost-among-the-living_31/index.html
The Secret Healer,,In stock (1 available),38f776ab9118aed7,Historical Fiction,https://books.toscrape.com/media/cache/3e/59/3e59b2225c72d3dcf40a306e2b983314.jpg,https://books.toscrape.com/catalogue/the-secret-healer_80/index.html
Starlark,,In stock (1 available),e25164e5b3fe208b,Historical Fiction,https://books.toscrape.com/media/cache/76/e2/76e2881d47f2da9283e52d3c57eef532.jpg,https://books.toscrape.com/catalogue/starlark_56/index.html
A Spy's Devotion (The Regency Spies of London #1),,In stock (1 available),19fec36a1dfb4c16,Historical Fiction,https://books.toscrape.com/media/cache/f9/6b/f96b60a7614c4e3e868b82f6811efc7c.jpg,https://books.toscrape.com/catalogue/a-spys-devotion-the-regency-spies-of-london-1_3/index.html
Feathers: Displays of Brilliant Plumage,,In stock (14 available),9194ae88379dbf1a,Art,https://books.toscrape.com/media/cache/0a/d4/0ad48326a0d2dbda145c94e1d50ef673.jpg,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html
Modern Romance,,In stock (15 available),caf4fe9311f1dc59,Add a comment,https://books.toscrape.com/media/cache/78/cb/78cb28a3e8804131e8e0c3f7b8deb2fc.jpg,https://books.toscrape.com/catalogue/modern-romance_820/index.html
"Shobu Samurai, Project Aryoku (#3)",,In stock (15 available),0c27e6c3744fc14b,Add a comment,https://books.toscrape.com/media/cache/f3/7f/f37f3173a97baeac6b6421c54a6df7b5.jpg,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html
The White Queen (The Cousins' War #1),,In stock (14 available),6875c5657661b2fb,Add a comment,https://books.toscrape.com/media/cache/11/40/11400b5532ad710359584a68db50f33c.jpg,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,,In stock (9 available),d6d9ffea95f2f8bf,Art,https://books.toscrape.com/media/cache/87/82/87822798b42545d589822bc712dc38a6.jpg,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html
The Song of Achilles,,In stock (14 available),e88fb1c9397cfb27,Add a comment,https://books.toscrape.com/media/cache/4e/56/4e56783b21a3a5c73e32e59241a351ac.jpg,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html
Playing from the Heart,,In stock (7 available),68008abf6409dfde,Childrens,https://books.toscrape.com/media/cache/b6/ba/b6ba2393c312701f1471db91eb73284d.jpg,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html
Maybe Something Beautiful: How Art Transformed a Neighborhood,,In stock (5 available),81c68492ccd72941,Childrens,https://books.toscrape.com/media/cache/89/9a/899a07816ced14262169345493bbbe51.jpg,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html
The Wild Robot,,In stock (3 available),75fed6a47f69859d,Childrens,https://books.toscrape.com/media/cache/42/48/424876ee529de5b557ebd69286c87343.jpg,https://books.toscrape.com/catalogue/the-wild-robot_288/index.html
The Thing About Jellyfish,,In stock (3 available),3d15714d4d3d15dd,Childrens,https://books.toscrape.com/media/cache/ef/d3/efd3fd5390be3a440e28b03b5bb0fd95.jpg,https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html
The Lonely Ones,,In stock (3 available),cf2f27fdf94ba20e,Childrens,https://books.toscrape.com/media/cache/ff/f6/fff64acb3c65cbea2ac9209c2a57af17.jpg,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html
The Day the Crayons Came Home (Crayons),,In stock (3 available),b22362b434e8ee62,Childrens,https://books.toscrape.com/media/cache/34/b2/34b2631bafd148bcd8dcd850a4b75971.jpg,https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,,In stock (15 available),37c0cb19713d8dda,Childrens,https://books.toscrape.com/media/cache/49/0e/490e049133ee9f398e6a70f25c12e308.jpg,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html
Throne of Glass (Throne of Glass #1),,In stock (15 available),590a9cccf7db9f7d,Fantasy,https://books.toscrape.com/media/cache/4e/8d/4e8d87d1cb5e876ddb50599a1d1b656e.jpg,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html
Thirteen Reasons Why,,In stock (15 available),bc2a85fd35fdc7bd,Default,https://books.toscrape.com/media/cache/6d/7b/6d7b69b4edcdf5b6b075d6fa53bf74bc.jpg,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,,In stock (15 available),96a38e7c813d8f1d,Food and Drink,https://books.toscrape.com/media/cache/81/37/81374b88e925ba998c4049abcf805196.jpg,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html
Career of Evil (Cormoran Strike #3),,In stock (3 available),b461cf238506c5b8,Mystery,https://books.toscrape.com/media/cache/40/f8/40f897ffbfda6e88e5763c157cfd0930.jpg,https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html
The Glittering Court (The Glittering Court #1),,In stock (15 available),2dbb7ec08cdd7f3c,Fantasy,https://books.toscrape.com/media/cache/2f/21/2f21c9ffd0962092ce337ecd1b338f5b.jpg,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),,In stock (1 available),b0913e67d38d5ed5,Mystery,https://books.toscrape.com/media/cache/62/8c/628c0151226402726149c98549671250.jpg,https://books.toscrape.com/catalogue/the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html
The Girl You Lost,,In stock (1 available),4280ac3eab57aa5d,Mystery,https://books.toscrape.com/media/cache/28/15/2815974db428ea019fc84e08af23095b.jpg,https://books.toscrape.com/catalogue/the-girl-you-lost_66/index.html
The Girl In The Ice (DCI Erika Foster #1),,In stock (1 available),ee61197edb882599,Mystery,https://books.toscrape.com/media/cache/83/54/835421d17d99c89fd99d07e17806357b.jpg,https://books.toscrape.com/catalogue/the-girl-in-the-ice-dci-erika-foster-1_65/index.html
The Long Shadow of Small Ghosts: Murder and Memory in an American City,,In stock (15 available),abeafe151a587d3b,Crime,https://books.toscrape.com/media/cache/2b/50/2b50fa031b2411a94bc68de0bbdd96fb.jpg,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html
Blood Defense (Samantha Brinkman #1),,In stock (1 available),95cdfd514098c38b,Mystery,https://books.toscrape.com/media/cache/ea/12/ea12c82131832c5d772fdbd3cb56ced7.jpg,https://books.toscrape.com/catalogue/blood-defense-samantha-brinkman-1_8/index.html
Once Was a Time,,In stock (14 available),e34efcc824685332,Childrens,https://books.toscrape.com/media/cache/e6/5e/e65e45701ce6d2da8c5cf31d6208ff02.jpg,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html
Nap-a-Roo,,In stock (9 available),913e7109cec0cb4c,Childrens,https://books.toscrape.com/media/cache/b9/43/b9437eda691f483d2174a1b94c8c9d06.jpg,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html
Luis Paints the World,,In stock (14 available),5b43cae640f2338a,Childrens,https://books.toscrape.com/media/cache/34/1e/341e9af2106811a4ca8e56ce92762580.jpg,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html
The Whale,,In stock (7 available),0ff9d10864db8364,Childrens,https://books.toscrape.com/media/cache/6c/df/6cdf7a3ee6cfd5ecbcfd37bd7a5c42e3.jpg,https://books.toscrape.com/catalogue/the-whale_501/index.html
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",,In stock (7 available),9639e89d20228e6e,Childrens,https://books.toscrape.com/media/cache/7b/b9/7bb9386b43f2aeaa6eaf042df1b4e96f.jpg,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html
Raymie Nightingale,,In stock (7 available),31c56c4d0fe19340,Childrens,https://books.toscrape.com/media/cache/95/6b/956b5a8927463f4ea0774e2469e27ce5.jpg,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,,In stock (15 available),e28e330cbdf01126,Food and Drink,https://books.toscrape.com/media/cache/88/e7/88e70e44632c3ca306191007bc723806.jpg,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html
1st to Die (Women's Murder Club #1),,In stock (1 available),f684a82adc49f011,Mystery,https://books.toscrape.com/media/cache/f6/8e/f68e6ae2f9da04fccbde8442b0a1b52a.jpg,https://books.toscrape.com/catalogue/1st-to-die-womens-murder-club-1_2/index.html
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,,In stock (15 available),e4c7f3487d17fd42,Food and Drink,https://books.toscrape.com/media/cache/41/57/4157492623f9552e3efdc858a19968f3.jpg,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html
Close to You,,In stock (15 available),a57b1dcbd6849222,Christian Fiction,https://books.toscrape.com/media/cache/94/f4/94f4405dae04559ecdd92e62486623e3.jpg,https://books.toscrape.com/catalogue/close-to-you_798/index.html
Redeeming Love,,In stock (15 available),b53db2271c9624f7,Christian Fiction,https://books.toscrape.com/media/cache/c9/74/c974d74fa0bd1735c6ae172d40b1c077.jpg,https://books.toscrape.com/catalogue/redeeming-love_826/index.html
Night Sky with Exit Wounds,,In stock (15 available),cfeb1e1e0e695b58,Poetry,https://books.toscrape.com/media/cache/ff/48/ff48b0696fb97b7f7b5c6d15e372cb70.jpg,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html
The Mysterious Affair at Styles (Hercule Poirot #1),,In stock (6 available),2da5edf8b5776c9a,Mystery,https://books.toscrape.com/media/cache/6b/61/6b61d393f0731f6c52182ba3cf41e245.jpg,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html
"Nightingale, Sing",,In stock (15 available),50b8f80311b31ede,Young Adult,https://books.toscrape.com/media/cache/97/e6/97e65c8381cc80ba1107c3ce81c4878d.jpg,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html
In the Woods (Dublin Murder Squad #1),,In stock (6 available),6958de044cb28a84,Mystery,https://books.toscrape.com/media/cache/13/47/13470484ded8c835ce03b662fc863a1a.jpg,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html
